code	char	ids	more
U+3007	〇		
U+4E00	一		
U+4E01	丁	⿱一亅	
U+4E02	丂	⿱一㇉	
U+4E03	七	⿻㇀乚	⿻乚一
U+4E04	丄	⿱丨一	
U+4E05	丅	⿱一丨	
U+4E06	丆	⿱一丿	⿱一㇒
U+4E07	万	⿱一勹	⿸丆𠃌 / ⿱一⿰丿𠃌
U+4E08	丈		⿻𠂇丶 / ⿻𠂇乀
U+4E09	三	⿱一二	⿱二一
U+4E0A	上	⿺丄一	⿱⺊一
U+4E0B	下	⿱一卜	⿸丅丶
U+4E0C	丌	⿹丅丿	⿱一⿰丿丨
U+4E0D	不	⿸丆卜	⿻丆卜 / ⿸丆⿰丨丶
U+4E0E	与	⿹⿺㇉一一	⿹⿺𠃑一丨
U+4E0F	丏		⿱丅⿰𠃊𠃌 / ⿱一⿰⿺𠃊丨𠃌
U+4E10	丐	⿱⿸丅一㇉	⿱⿸丅⺊𠃌 / ⿱一⿺㇉⺊
U+4E11	丑		⿼ユ十 / ⿻⿼ユ丨一
U+4E12	丒	⿱刃一	⿱⿹𠃌㐅一
U+4E13	专		⿱⿻一𠀁丶 / ⿱⿻𠃑二丶
U+4E14	且		⿴𠀃二 / ⿴𠀃𠄠
U+4E15	丕	⿱不一	
U+4E16	世		⿻廿𠃊 / ⿻⿺𠃊凵一
U+4E17	丗	⿻山一	⿻廿丨 / ⿱⿻卄丨一
U+4E18	丘	⿱㇒⿺丄丅	⿷𠀉丨 / ⿱⿸𠂆丅一
U+4E19	丙	⿱一内	⿻𠆣冂
U+4E1A	业	⿱丱一	⿱⿻⿰丨丨丷一
U+4E1B	丛	⿱从一	
U+4E1C	东		⿻⿻一𠃋小
U+4E1D	丝		⿱⿰⿸𠃋𠃋⿸𠃋𠃋一
U+4E1E	丞	⿱氶一	
U+4E1F	丟	⿱一去	⿱干𠫔 / ⿱王厶
U+4E20	丠	⿱北一	
U+4E21	両	⿵帀凵	⿻𰀃山 / ⿱一⿻冂山
U+4E22	丢	⿱㇒去	⿱丿去 / ⿱千𠫔 / ⿱𡈼厶
U+4E23	丣		⿱一⿲匚丿⿰丨コ
U+4E24	两	⿱一⿻从冂	⿱一⿻冂从
U+4E25	严	⿱亚丿	
U+4E26	並	⿱䒑业	⿱丷亚 / ⿱八亚 / ⿳䒑丱一 / ⿳八一⿱丱一
U+4E27	丧		⿱⿻土丷𰀠 / ⿱⿻土丷⿰𠄌⿺乀丿
U+4E28	丨		
U+4E29	丩		⿰𠃊丨 / ⿰𠄌丨 / ⿻丨𠃊 / ⿻丨𠄌
U+4E2A	个	⿱人丨	⿱𠆢丨
U+4E2B	丫	⿱丷丨	
U+4E2C	丬	⿰冫丨	⿰冫丿
U+4E2D	中	⿻丨口	⿻口丨
U+4E2E	丮		⿹⺄𰀁 / ⿹㇈𰀁 / ⿹⺄⿻二丨 / ⿹㇈⿻丿⺀
U+4E2F	丯	⿻丨彡	⿻彡丨
U+4E30	丰	⿻三丨	⿻㇒𰀁 / ⿻丨三 / ⿻丿三 / ⿻十二 / ⿻𠀆一 / ⿻𠂇二 / ⿻𰀁一 / ⿻丿⿻二丨
U+4E31	丱		⿲丩丨𠃎 / ⿲𠂈丨𠃎 / ⿰𠂈⿰丨𠃎 / ⿰⿰𠃊丿⿰丨𠃎
U+4E32	串	⿻丨吕	⿻中口 / ⿻吕丨
U+4E33	丳	⿻⿰丿丨吕	⿻吕⿰丿丨
U+4E34	临		⿸𰀢𫩏 / ⿲丨丨⿱⿱𠂉丶𫩏
U+4E35	丵		⿱业𢆉
U+4E36	丶		
U+4E37	丷	⿰丶㇒	⿰丶丿
U+4E38	丸	⿵九丶	⿻九丶 / ⿻丿⿹㇈丶
U+4E39	丹	⿴⿻冂一丨	⿴⿻⺆一丨 / ⿴⿻⺆一丶 / ⿴⿻冂一丶 / ⿻⿻⺆一丶
U+4E3A	为		⿵⿽力丶丶
U+4E3B	主	⿱丶王	⿱亠土
U+4E3C	丼	⿴井丶	
U+4E3D	丽	⿱一⿰⿵冂丶⿵冂丶	⿰⿱一𠔼⿱一𠔼 / ⿰⿵𰀃丨⿵𰀃丨 / ⿰⿵𰀃丶⿵𰀃丶 / ⿰⿱一⿵冂丶⿱一⿵冂丶
U+4E3E	举	⿱兴⿻二丨	⿱兴𰀁
U+4E3F	丿		
U+4E40	乀		
U+4E41	乁		
U+4E42	乂	⿻丿丶	⿻丿乀
U+4E43	乃		⿹𠄎丿
U+4E44	乄	⿻㇢丶	
U+4E45	久		⿸丿ス
U+4E46	乆		⿰𠂈乀 / ⿸𠃋人
U+4E47	乇	⿱㇒七	⿱丿七 / ⿱㇒⿻一乚
U+4E48	么	⿱㇒厶	⿱丿厶 / ⿸丿厶
U+4E49	义	⿱丶乂	⿶乂丶
U+4E4A	乊	⿱㇒丷	⿱丿丷
U+4E4B	之	⿳丶㇇乀	
U+4E4C	乌		⿱丿⿹⿺𠃌㇉一
U+4E4D	乍		⿱𠂉⿰丨二 / ⿸⿱𠂉丨二
U+4E4E	乎	⿱丿⿻亅䒑	⿻𠂌丷
U+4E4F	乏	⿱㇒之	⿱丿之
U+4E50	乐		⿱𠂆朩 / ⿻⿱㇒𠃋小
U+4E51	乑		⿰𰀪𧘇 / ⿱㇒⿰𰀪𰀠 / ⿱丿⿰𰀪𰀠 / ⿲𰀪亻⿺乀丿
U+4E52	乒	⿱丘㇒	⿱丘丿
U+4E53	乓	⿱丘丶	
U+4E54	乔	⿱丿夰	⿱夭⿰丿丨
U+4E55	乕		⿸𠂆⿻二巾 / ⿸𠂆⿻十𰀃 / ⿸𠂆⿻⿻二丨冂
U+4E56	乖	⿻千北	⿻千龷
U+4E57	乗	⿻禾龷	⿻千⿱龷人
U+4E58	乘	⿻乖人	⿻禾北
U+4E59	乙		
U+4E5A	乚		
U+4E5B	乛		
U+4E5C	乜		⿻乚𠃌 / ⿻乚𠃍
U+4E5D	九	⿻丿㇈	
U+4E5E	乞		⿱𠂉乙
U+4E5F	也	⿻乜丨	⿻⿺乚丨㇇ / ⿻⿺乚丨乛 / ⿻⿺乚丨𠃌 / ⿻⿺乚丨𠃍
U+4E60	习		⿹𠃌冫 / ⿹𠃍冫
U+4E61	乡		⿸𠃋𠂈 / ⿸⿸𠃋𠃋丿
U+4E62	乢	⿰山乚	
U+4E63	乣	⿰幺乚	
U+4E64	乤	⿱下乙	
U+4E65	乥	⿱乊乙	
U+4E66	书		⿺⿻⿱𠃍𠃌丨丶 / ⿺⿻丨⿱𠃍𠃌丶
U+4E67	乧	⿱斗乙	
U+4E68	乨	⿰台乚	
U+4E69	乩	⿰占乚	
U+4E6A	乪	⿺乙田	
U+4E6B	乫	⿱加乙	
U+4E6C	乬	⿱巨乙	
U+4E6D	乭	⿱石乙	
U+4E6E	乮	⿱卯乙	
U+4E6F	乯	⿱乎乙	
U+4E70	买	⿱乛头	
U+4E71	乱	⿰舌乚	
U+4E72	乲	⿱次乙	
U+4E73	乳	⿰孚乚	
U+4E74	乴	⿱折乙	
U+4E75	乵	⿰辛乚	
U+4E76	乶	⿱甫乙	
U+4E77	乷	⿱沙乙	
U+4E78	乸	⿺也母	
U+4E79	乹		⿰𠦝乚
U+4E7A	乺	⿱所乙	
U+4E7B	乻	⿱於乙	
U+4E7C	乼	⿱注乙	⿱⿰氵主乙
U+4E7D	乽	⿱者乙	
U+4E7E	乾		⿰𠦝乞 / ⿸⿰𠦝𠂉乙
U+4E7F	乿	⿰⿱爫糸乚	⿰⿱爫糹乚
U+4E80	亀	⿻龟日	⿱𠂊⿻日电
U+4E81	亁	⿰⿱十旱乞	
U+4E82	亂		⿰𤔔乚
U+4E83	亃	⿰粦乚	
U+4E84	亄	⿰壹乚	
U+4E85	亅		
U+4E86	了	⿱乛亅	
U+4E87	亇	⿰丿丁	⿰丿𠄐 / ⿱⺈亅 / ⿱𠂉丨 / ⿱𠂉亅 / ⿱𠂊亅 / ⿱⿰㇒乛丨 / ⿱⿰㇒乛亅 / ⿱⿰丿乛亅
U+4E88	予		⿱龴𠄐
U+4E89	争	⿻刍亅	⿱⺈⿻⺕亅
U+4E8A	亊		⿻𬺰⿱丷⺕
U+4E8B	事		⿻亅⿱𠮛⺕
U+4E8C	二	⿱一一	
U+4E8D	亍	⿱一丁	⿱二亅
U+4E8E	于	⿻丁一	⿱一𬺰
U+4E8F	亏	⿱一丂	⿱二㇉
U+4E90	亐	⿻丂一	⿱一𠀁
U+4E91	云	⿱二厶	⿱一𠫔
U+4E92	互	⿱一彑	
U+4E93	亓	⿱一丌	⿹𬼽丿
U+4E94	五		⿱一𫝀 / ⿻工𠃍
U+4E95	井	⿻廾一	⿻二⿰丿丨
U+4E96	亖	⿱一三	⿱三一 / ⿱二二
U+4E97	亗	⿱山二	
U+4E98	亘	⿱一旦	⿱𣄼一
U+4E99	亙		⿷工⿹𠃍⺀ / ⿳一⿵𠁡⺀一
U+4E9A	亚	⿱一业	⿻𮯰丷
U+4E9B	些	⿱此二	
U+4E9C	亜	⿳一⿻口⿰丨丨一	⿱𬻇一 / ⿻𮯰口
U+4E9D	亝	⿱厽二	
U+4E9E	亞		⿳一⿰⿳丨一𠃑⿳𠃑一丨一
U+4E9F	亟	⿱⿻丂叹一	⿻𬼶叹 / ⿱⿻了叹一
U+4EA0	亠	⿱丨一	⿱丶一
U+4EA1	亡	⿱丶匚	⿱丶匸 / ⿱亠㇄ / ⿱亠𠃊
U+4EA2	亢	⿱亠几	
U+4EA3	亣	⿱丶丌	⿱亠⿰丿丨
U+4EA4	交	⿱亠父	⿱六乂
U+4EA5	亥		⿱丶𠀔 / ⿳亠𠂈人
U+4EA6	亦	⿱亠⿰丿小	⿱亠⿲丿刂丶 / ⿱亠⿻⿰丨亅八 / ⿱亠⿻⿰丿亅八
U+4EA7	产	⿱文厂	⿳亠丷厂 / ⿱⿱亠丷厂
U+4EA8	亨	⿳亠口了	⿳丶𠮛了 / ⿱⿱亠口了
U+4EA9	亩	⿱亠田	⿱丶𰢴
U+4EAA	亪	⿱亦乁	
U+4EAB	享	⿻亨一	⿱亠𠯂 / ⿳亠丷子 / ⿳亠口子 / ⿱⿱亠口子
U+4EAC	京	⿳亠口小	⿱亠𱒃 / ⿱⿱亠口小
U+4EAD	亭	⿱⿳亠口冖丁	⿳丶𠮛⿱冖丁
U+4EAE	亮	⿳亠口冗	⿳丶𠮛冗 / ⿱⿳亠口冖儿 / ⿱⿳亠口冖几 / ⿳丶𠮛⿱冖儿
U+4EAF	亯	⿳亠口日	⿱亠𠯭 / ⿱⿱亠口日
U+4EB0	亰	⿱亠⿱日小	⿱亠𣌢 / ⿱𣅀小
U+4EB1	亱	⿱亠但	
U+4EB2	亲	⿱立木	⿱立朩 / ⿻䇂𠆣 / ⿻辛人
U+4EB3	亳	⿱⿳亠口冖乇	⿳丶𠮛⿱冖乇
U+4EB4	亴	⿳⿳亠口冖土九	⿳丶𠮛⿳冖土九 / ⿳丶𠮛⿳冖𰀁九 / ⿳⿳亠口冖⿻二丨九
U+4EB5	亵	⿴衣执	⿳亠执𧘇
U+4EB6	亶	⿱㐭且	⿱㐭旦
U+4EB7	亷	⿱亠⿰丿兼	
U+4EB8	亸	⿰亨单	⿰享单
U+4EB9	亹	⿱亠舋	
U+4EBA	人	⿱丿丶	
U+4EBB	亻	⿱㇒丨	⿱丿丨
U+4EBC	亼	⿱人一	⿱𠆢一
U+4EBD	亽	⿱人丶	⿱𠆢丶
U+4EBE	亾		⿺𠃊人
U+4EBF	亿	⿰亻乙	
U+4EC0	什	⿰亻十	
U+4EC1	仁	⿰亻二	
U+4EC2	仂	⿰亻力	
U+4EC3	仃	⿰亻丁	
U+4EC4	仄	⿸厂人	
U+4EC5	仅	⿰亻又	
U+4EC6	仆	⿰亻卜	
U+4EC7	仇	⿰亻九	
U+4EC8	仈	⿰亻八	
U+4EC9	仉	⿰亻几	
U+4ECA	今	⿱亼㇇	⿱人𪜊 / ⿱亼𠃍 / ⿱亽㇇ / ⿱亽𠃍 / ⿱⿵𠆢丶乛
U+4ECB	介	⿱人⿰丿丨	⿱𠆢⿰丿丨
U+4ECC	仌	⿱人人	⿱𠆢𠆢
U+4ECD	仍	⿰亻乃	
U+4ECE	从	⿰人人	
U+4ECF	仏	⿰亻厶	
U+4ED0	仐	⿱人十	⿱𠆢十 / ⿻个一
U+4ED1	仑	⿱人匕	⿱𠆢匕
U+4ED2	仒	⿱人冫	⿱人⺀ / ⿱亽㇀ / ⿱亽丶 / ⿱𠆢⺀
U+4ED3	仓	⿱人㔾	⿱𠆢㔾
U+4ED4	仔	⿰亻子	
U+4ED5	仕	⿰亻士	
U+4ED6	他	⿰亻也	
U+4ED7	仗	⿰亻丈	
U+4ED8	付	⿰亻寸	
U+4ED9	仙	⿰亻山	
U+4EDA	仚	⿱人山	⿱𠆢山
U+4EDB	仛	⿰亻乇	
U+4EDC	仜	⿰亻工	
U+4EDD	仝	⿱人工	⿱亼丄 / ⿱𠆢工
U+4EDE	仞	⿰亻刃	
U+4EDF	仟	⿰亻千	
U+4EE0	仠	⿰亻干	
U+4EE1	仡	⿰亻乞	
U+4EE2	仢	⿰亻勺	
U+4EE3	代	⿰亻弋	
U+4EE4	令	⿱亼卩	⿱人𪜁 / ⿱亼龴 / ⿱亼𰆊 / ⿱亽卩 / ⿱亽龴 / ⿳人丶龴 / ⿱⿵𠆢丶龴 / ⿱亼⿱𠃌丨
U+4EE5	以		⿲𠄌丶人
U+4EE6	仦	⿰亻小	
U+4EE7	仧	⿱上人	⿱⺊𠆣 / ⿱上𠆢
U+4EE8	仨	⿰亻三	
U+4EE9	仩	⿰亻上	
U+4EEA	仪	⿰亻义	
U+4EEB	仫	⿰亻么	
U+4EEC	们	⿰亻门	
U+4EED	仭	⿰亻刄	
U+4EEE	仮	⿰亻反	
U+4EEF	仯	⿰亻少	
U+4EF0	仰	⿰亻卬	
U+4EF1	仱	⿰亻今	
U+4EF2	仲	⿰亻中	
U+4EF3	仳	⿰亻比	
U+4EF4	仴	⿰亻月	
U+4EF5	仵	⿰亻午	
U+4EF6	件	⿰亻牛	
U+4EF7	价	⿰亻介	
U+4EF8	仸	⿰亻夭	
U+4EF9	仹	⿰亻丰	
U+4EFA	仺	⿱人⿷匚一	⿱人𰀄 / ⿱𠆢𬼖 / ⿱𠆢𰀄
U+4EFB	任	⿰亻壬	
U+4EFC	仼	⿰亻王	
U+4EFD	份	⿰亻分	
U+4EFE	仾	⿰亻互	
U+4EFF	仿	⿰亻方	
U+4F00	伀	⿰亻公	
U+4F01	企	⿱人止	⿱𠆢止
U+4F02	伂	⿰亻巿	⿰亻市
U+4F03	伃	⿰亻予	
U+4F04	伄	⿰亻弔	
U+4F05	伅	⿰亻屯	
U+4F06	伆	⿰亻勿	
U+4F07	伇	⿰亻殳	
U+4F08	伈	⿰亻心	
U+4F09	伉	⿰亻亢	
U+4F0A	伊	⿰亻尹	
U+4F0B	伋	⿰亻及	
U+4F0C	伌	⿰亻厄	
U+4F0D	伍	⿰亻五	
U+4F0E	伎	⿰亻支	
U+4F0F	伏	⿰亻犬	⿺㐲丶
U+4F10	伐	⿰亻戈	
U+4F11	休	⿰亻木	
U+4F12	伒	⿰亻斤	
U+4F13	伓	⿰亻不	
U+4F14	伔	⿰亻冗	⿰亻⿱冖儿
U+4F15	伕	⿰亻夫	
U+4F16	伖	⿰亻友	
U+4F17	众	⿱人从	
U+4F18	优	⿰亻尤	
U+4F19	伙	⿰亻火	
U+4F1A	会	⿱人云	⿱亼𠫔 / ⿱𠆢云
U+4F1B	伛	⿰亻区	
U+4F1C	伜	⿰亻卆	
U+4F1D	伝	⿰亻云	
U+4F1E	伞	⿻个䒑	⿱人⿻丷十 / ⿱𠆢⿻丷十
U+4F1F	伟	⿰亻韦	
U+4F20	传	⿰亻专	
U+4F21	伡	⿰人车	⿰亻车
U+4F22	伢	⿰亻牙	
U+4F23	伣	⿰亻见	
U+4F24	伤		⿰亻𱐩 / ⿰亻⿱𠂉力
U+4F25	伥	⿰亻长	
U+4F26	伦	⿰亻仑	
U+4F27	伧	⿰亻仓	
U+4F28	伨	⿰亻勻	⿰亻匀
U+4F29	伩	⿰亻文	
U+4F2A	伪	⿰亻为	
U+4F2B	伫	⿰亻㝉	
U+4F2C	伬	⿰亻尺	⿸𰁢乀
U+4F2D	伭	⿰亻玄	
U+4F2E	伮	⿰㚢又	⿰亻奴
U+4F2F	伯	⿰亻白	
U+4F30	估	⿰亻古	
U+4F31	伱	⿰亻尒	
U+4F32	伲	⿰亻尼	⿸𰁢匕
U+4F33	伳	⿰亻世	
U+4F34	伴	⿰亻半	
U+4F35	伵	⿰亻四	⿰亻⿴囗⿰丿㇄
U+4F36	伶	⿰亻令	
U+4F37	伷	⿰亻由	
U+4F38	伸	⿰亻申	
U+4F39	伹	⿰亻且	
U+4F3A	伺	⿰亻司	
U+4F3B	伻	⿰亻平	
U+4F3C	似	⿰亻以	
U+4F3D	伽	⿰亻加	⿰仂口
U+4F3E	伾	⿰亻丕	
U+4F3F	伿	⿰亻只	
U+4F40	佀	⿰亻㠯	
U+4F41	佁	⿰亻台	
U+4F42	佂	⿰亻正	⿷仜⺊
U+4F43	佃	⿰亻田	
U+4F44	佄	⿰亻甘	
U+4F45	佅	⿰亻未	
U+4F46	但	⿰亻旦	
U+4F47	佇	⿰亻宁	
U+4F48	佈	⿰亻布	
U+4F49	佉	⿰亻去	
U+4F4A	佊	⿰亻皮	
U+4F4B	佋	⿰亻召	
U+4F4C	佌	⿰亻此	
U+4F4D	位	⿰亻立	
U+4F4E	低	⿰亻氐	
U+4F4F	住	⿰亻主	
U+4F50	佐	⿰亻左	
U+4F51	佑	⿰亻右	
U+4F52	佒	⿰亻央	
U+4F53	体	⿰亻本	
U+4F54	佔	⿰亻占	
U+4F55	何	⿰亻可	
U+4F56	佖	⿰亻必	
U+4F57	佗	⿰亻它	
U+4F58	佘	⿱人示	⿱亼𡭕 / ⿱𠆢示
U+4F59	余	⿱亼木	⿱亼朩 / ⿻𫢉人 / ⿱𠆢⿱一朩
U+4F5A	佚	⿰亻失	
U+4F5B	佛	⿰亻弗	
U+4F5C	作	⿰亻乍	
U+4F5D	佝	⿰亻句	
U+4F5E	佞	⿸仁女	⿰亻𡚬
U+4F5F	佟	⿰亻冬	
U+4F60	你	⿰亻尓	⿰亻尔
U+4F61	佡	⿰亻仚	
U+4F62	佢	⿰亻巨	
U+4F63	佣	⿰亻用	
U+4F64	佤	⿰亻瓦	
U+4F65	佥		⿳亼𭕄一
U+4F66	佦	⿰亻石	
U+4F67	佧	⿰亻卡	
U+4F68	佨	⿰亻包	
U+4F69	佩		⿰亻𫥞
U+4F6A	佪	⿰亻回	
U+4F6B	佫	⿰亻各	
U+4F6C	佬	⿰亻老	
U+4F6D	佭	⿰亻夅	
U+4F6E	佮	⿰亻合	
U+4F6F	佯	⿰亻羊	
U+4F70	佰	⿰亻百	
U+4F71	佱	⿱人㱏	⿱亼正 / ⿱𠆢㱏
U+4F72	佲	⿰亻名	
U+4F73	佳	⿰亻圭	
U+4F74	佴	⿰亻耳	
U+4F75	併	⿰亻并	
U+4F76	佶	⿰亻吉	
U+4F77	佷	⿰亻艮	
U+4F78	佸	⿰亻舌	
U+4F79	佹	⿰亻危	
U+4F7A	佺	⿰亻全	
U+4F7B	佻	⿰亻兆	
U+4F7C	佼	⿰亻交	
U+4F7D	佽	⿰亻次	⿰仁欠
U+4F7E	佾	⿰亻䏌	
U+4F7F	使	⿰亻吏	
U+4F80	侀	⿰亻刑	⿰𠆻刂
U+4F81	侁	⿰亻先	
U+4F82	侂	⿰亻㡯	⿸𠆲乇
U+4F83	侃		⿰亻⿱口𫶧
U+4F84	侄	⿰亻至	
U+4F85	侅	⿰亻亥	
U+4F86	來	⿻木从	⿻十⿱从人
U+4F87	侇	⿰亻夷	
U+4F88	侈	⿰亻多	
U+4F89	侉	⿰亻夸	
U+4F8A	侊	⿰亻光	
U+4F8B	例	⿰亻列	
U+4F8C	侌	⿱今云	
U+4F8D	侍	⿰亻寺	
U+4F8E	侎	⿰亻米	
U+4F8F	侏	⿰亻朱	
U+4F90	侐	⿰亻血	
U+4F91	侑	⿰亻有	
U+4F92	侒	⿰亻安	
U+4F93	侓	⿰亻聿	
U+4F94	侔	⿰亻牟	
U+4F95	侕	⿰亻而	
U+4F96	侖		⿱亼𠕁
U+4F97	侗	⿰亻同	
U+4F98	侘	⿰亻宅	
U+4F99	侙	⿰亻式	
U+4F9A	侚	⿰亻旬	
U+4F9B	供	⿰亻共	
U+4F9C	侜	⿰亻舟	
U+4F9D	依	⿰亻衣	
U+4F9E	侞	⿰㚢口	⿰亻如
U+4F9F	侟	⿰亻存	
U+4FA0	侠	⿰亻夹	
U+4FA1	価	⿰亻覀	
U+4FA2	侢	⿰亻再	
U+4FA3	侣	⿰亻吕	
U+4FA4	侤	⿰亻考	
U+4FA5	侥	⿰亻尧	
U+4FA6	侦	⿰亻贞	
U+4FA7	侧	⿰亻则	⿰𱎡刂
U+4FA8	侨	⿰亻乔	
U+4FA9	侩	⿰亻会	
U+4FAA	侪	⿰亻齐	
U+4FAB	侫	⿰亻妄	⿰亻⿳亠𠃊女 / ⿰亻⿱⿱二𠃊女
U+4FAC	侬	⿰亻农	
U+4FAD	侭	⿰亻尽	
U+4FAE	侮	⿰亻毎	⿰亻每
U+4FAF	侯		⿰亻⿱ユ矢
U+4FB0	侰	⿰亻君	
U+4FB1	侱	⿰亻呈	
U+4FB2	侲	⿰亻辰	
U+4FB3	侳	⿰亻坐	
U+4FB4	侴	⿱亼⿰丑刂	
U+4FB5	侵		⿰亻𠬶 / ⿰亻⿳𫜹冖又
U+4FB6	侶	⿰亻呂	
U+4FB7	侷	⿰亻局	
U+4FB8	侸	⿰亻豆	
U+4FB9	侹	⿰亻廷	
U+4FBA	侺	⿰亻岑	
U+4FBB	侻	⿰亻兌	⿰亻兑
U+4FBC	侼	⿰亻孛	
U+4FBD	侽	⿰亻男	
U+4FBE	侾	⿰亻孝	
U+4FBF	便	⿰亻更	
U+4FC0	俀	⿰亻妥	
U+4FC1	俁	⿰亻吳	
U+4FC2	係	⿰亻系	
U+4FC3	促	⿰亻足	
U+4FC4	俄	⿰亻我	
U+4FC5	俅	⿰亻求	
U+4FC6	俆	⿰亻余	
U+4FC7	俇	⿰亻狂	
U+4FC8	俈	⿰亻吿	⿰亻告
U+4FC9	俉	⿰亻吾	
U+4FCA	俊	⿰亻夋	
U+4FCB	俋	⿰亻邑	
U+4FCC	俌	⿰亻甫	
U+4FCD	俍	⿰亻良	
U+4FCE	俎	⿰仌且	
U+4FCF	俏	⿰亻肖	
U+4FD0	俐	⿰亻利	
U+4FD1	俑	⿰亻甬	
U+4FD2	俒	⿰亻完	
U+4FD3	俓	⿰亻巠	
U+4FD4	俔	⿰亻見	
U+4FD5	俕	⿰亻宋	
U+4FD6	俖	⿰亻否	
U+4FD7	俗	⿰亻谷	⿰亻⿳儿𠆢口
U+4FD8	俘	⿰亻孚	
U+4FD9	俙	⿰亻希	
U+4FDA	俚	⿰亻里	
U+4FDB	俛	⿰亻免	⿰亻⿱⺈⿸⿻口丿乚
U+4FDC	俜	⿰亻甹	
U+4FDD	保	⿰亻呆	
U+4FDE	俞	⿱亼刖	⿱𠓛刖
U+4FDF	俟	⿰亻矣	
U+4FE0	俠	⿰亻夾	
U+4FE1	信	⿰亻言	
U+4FE2	俢	⿰亻㣊	⿰亻⿱夂彡
U+4FE3	俣	⿰亻吴	
U+4FE4	俤	⿰亻弟	
U+4FE5	俥	⿰亻車	
U+4FE6	俦	⿰亻寿	
U+4FE7	俧	⿰亻志	
U+4FE8	俨	⿰亻严	
U+4FE9	俩	⿰亻两	
U+4FEA	俪	⿰亻丽	
U+4FEB	俫	⿰亻来	
U+4FEC	俬	⿰亻私	
U+4FED	俭	⿰亻佥	
U+4FEE	修	⿸攸彡	⿲亻丨㣊 / ⿰⿰亻丨㣊 / ⿲亻丨⿱夂彡 / ⿰⿰亻丨⿱夂彡
U+4FEF	俯	⿰亻府	⿸𠆲付
U+4FF0	俰	⿰亻和	
U+4FF1	俱	⿰亻具	
U+4FF2	俲	⿰亻効	
U+4FF3	俳	⿰亻非	
U+4FF4	俴	⿰亻戔	
U+4FF5	俵	⿰亻表	
U+4FF6	俶	⿰㑐又	⿰亻叔
U+4FF7	俷	⿰亻肥	⿰仴巴
U+4FF8	俸	⿰亻奉	
U+4FF9	俹	⿰亻亞	
U+4FFA	俺	⿰亻奄	
U+4FFB	俻	⿰亻备	
U+4FFC	俼	⿰亻育	
U+4FFD	俽	⿰亻欣	⿰伒欠
U+4FFE	俾	⿰亻卑	⿰亻⿱⿱㇒⿻日丿十
U+4FFF	俿	⿰亻虎	
U+5000	倀	⿰亻長	
U+5001	倁	⿰亻知	
U+5002	倂	⿰亻幷	⿰亻⿱丷幵
U+5003	倃	⿰亻咎	⿺佫人 / ⿺佫卜
U+5004	倄	⿰亻肴	
U+5005	倅	⿰亻卒	
U+5006	倆	⿰亻兩	⿰亻⿻丅⿵冂从
U+5007	倇	⿰亻宛	
U+5008	倈	⿰亻來	
U+5009	倉	⿱亼⿸⿴尸一口	⿴合𠁣 / ⿱亼⿴𡰪一 / ⿱亽⿴𡰪一 / ⿳人丶⿴𡰪一 / ⿱亽⿸⿴尸一口
U+500A	倊	⿰亻忩	
U+500B	個	⿰亻固	
U+500C	倌	⿰亻官	
U+500D	倍	⿰亻咅	
U+500E	倎	⿰亻典	
U+500F	倏	⿸攸犬	⿲亻丨⿱夂犬 / ⿲亻丨⿱攵犬 / ⿰⿰亻丨⿱夂犬 / ⿰⿰亻丨⿱攵犬
U+5010	倐	⿸攸火	⿲亻丨⿱夂火 / ⿰⿰亻丨⿱夂火
U+5011	們	⿰亻門	
U+5012	倒	⿰亻到	
U+5013	倓	⿰亻炎	
U+5014	倔	⿰亻屈	⿸𰁢出
U+5015	倕	⿰亻垂	
U+5016	倖	⿰亻幸	
U+5017	倗	⿰亻朋	⿰仴月
U+5018	倘	⿰亻尙	⿰亻尚
U+5019	候		⿲亻丨⿱ユ矢
U+501A	倚	⿰亻奇	
U+501B	倛	⿰亻其	
U+501C	倜	⿰亻周	⿰亻⿵⺆⿱𰀁口
U+501D	倝		⿰𠦝人 / ⿰𠦝大 / ⿰𠦝𠂉
U+501E	倞	⿰亻京	
U+501F	借	⿰亻昔	
U+5020	倠	⿰亻隹	
U+5021	倡	⿰亻昌	
U+5022	倢	⿰亻疌	
U+5023	倣	⿰亻放	⿰仿攵
U+5024	値	⿰亻直	⿰亻⿺𠃊𥃭
U+5025	倥	⿰亻空	
U+5026	倦	⿰亻卷	⿰亻巻 / ⿰亻⿱𠔉㔾
U+5027	倧	⿰亻宗	
U+5028	倨	⿰亻居	⿸𰁢古
U+5029	倩	⿰亻靑	⿰亻青
U+502A	倪	⿰亻兒	
U+502B	倫	⿰亻侖	
U+502C	倬	⿰亻卓	
U+502D	倭	⿰亻委	
U+502E	倮	⿰亻果	
U+502F	倯	⿰亻松	
U+5030	倰	⿰亻夌	
U+5031	倱	⿰亻昆	
U+5032	倲	⿰亻東	
U+5033	倳	⿰亻事	
U+5034	倴	⿰亻奔	
U+5035	倵	⿰亻武	
U+5036	倶	⿰亻具	⿰亻⿳目一八
U+5037	倷	⿰亻奈	
U+5038	倸	⿰亻采	
U+5039	倹	⿰亻㑒	⿰亻⿱亼⿻人口
U+503A	债	⿰亻责	
U+503B	倻	⿰亻耶	
U+503C	值	⿰亻直	
U+503D	倽	⿰亻舍	
U+503E	倾	⿰亻顷	
U+503F	倿	⿰亻妾	
U+5040	偀	⿰亻英	
U+5041	偁	⿰亻爯	
